GENE	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
C10orf88	-1.666	-8.221	-5.687	0.791	-7.791	-7.81	0.806	-2.205	-11.07	-7.659
C10orf90	-5.645	-13.448	-7.952	-4.561	-7.14	-6.786	-4.623	-15.532	-14.72	-14.906
C10orf91	-9.787	-14.832	-12.869	-7.472	-8.238	-16.524	-5.924	-13.745	-17.43	-15.304
C10orf95	-1.766	-4.887	-3.986	-0.681	0.542	-2.455	4.313	-9.573	-8.76	-6.962
C10orf99	-10.498	-7.775	-10.043	-9.908	-9.651	-13.204	-3.473	-21.12	-14.857	-15.004
C11orf1	-5.574	-13.64	-16.341	-4.69	-12.394	-5.923	-2.704	-11.338	-18.335	-11.154
C11orf16	-5.946	-11.899	-17.833	-10.958	-5.811	-17.685	-3.26	-22.526	-19.393	-16.75
C11orf21	-12.733	-17.835	-12.464	-8.666	-10.869	-12.767	-2.112	-19.718	-13.686	-14.865
C11orf24	-12.612	-18.976	-19.301	-13.693	-12.398	-19.551	-4.507	-18.312	-17.969	-22.668
C11orf30	-12.374	-13.732	-9.974	-6.561	-6.154	-7.886	-0.061	-12.053	-8.407	-9.454
C11orf31	-5.821	-7.522	-11.237	-4.907	-9.575	-4.659	1.615	-7.345	-4.494	-7.875
C11orf35	-10.7	-18.866	-13.49	-10.821	-16.625	-15.126	-3.364	-15.636	-19.997	-17.952
C11orf40	-1.431	-3.57	-12.543	-7.503	-3.713	-12.126	-2.318	-12.399	-19.103	-13.779
C11orf42	-4.996	-5.183	-3.294	-8.858	-4.974	-4.247	-1.497	-3.574	-7.816	-13.248
C11orf44	-10.159	-12.299	-14.614	-7.954	-9.408	-12.379	-5.482	-16.967	-12.462	-18.717
C11orf45	-5.253	-13.724	-11.404	-5.366	-8.925	-8.569	-4.077	-20.029	-12.435	-13.031
C11orf48	-0.179	-12.386	-14.338	-11.332	-14.206	-12.289	-3.144	-15.929	-18.766	-18.858
C11orf49	-4.334	-4.52	-9.616	-5.269	-6.845	-16.499	-0.841	-6.867	-12.477	-6.918
C11orf52	-5.687	-12.185	-18.605	-6.156	-5.009	-9.171	-1.108	-10.719	-17.688	-11.047
C11orf53	-3.055	-7.543	-7.735	-3.757	-6.224	-6.845	-4.897	-10.86	-13.072	-10.586
C11orf54	-0.934	-8.169	-11.682	-11.914	-7.578	-4.607	-6.078	-7.726	-18.197	-12.057
C11orf57	9.9	-3.548	-11.414	3.441	-11.658	-3.49	1.874	-8.278	-2.552	-12.137
C11orf58	-2.64	-11.523	-7.778	-2.485	-9.007	-9.102	-4.317	-7.042	-12.63	-9.768
C11orf63	-8.343	-13.831	-10.899	-9.763	-10.413	-12.183	-6.465	-18.745	-17.755	-16.308
C11orf65	-5.299	4.602	-6.103	-0.732	-6.074	-5.948	2.563	-10.295	-9.236	-4.446
C11orf68	-8.485	-13.67	-14.149	-11.432	-12.359	-13.308	-0.636	-14.99	-17.536	-18.94
C11orf70	-9.16	-12.151	-7.261	-0.327	-7.328	-4.546	-3.911	-10.319	-5.661	-9.636
C11orf71	-11.926	-14.221	-13.866	-6.006	-6.338	-9.798	-1.712	-17.126	-16.47	-16.82
C11orf73	12.656	-9.6	-12.932	3.818	-4.511	-4.446	4.072	-3.93	-6.277	0.982
C11orf74	-9.375	-9.374	-12.497	-6.544	-8.921	-15.663	-7.252	-15.575	-3.811	-10.036
C11orf80	-7.514	-11.353	-14.578	-5.08	-7.462	-8.32	2.419	-9.572	-9.75	-8.774
C11orf82	-6.501	-11.957	-8.207	-2.473	-13.895	-10.414	-5.462	-16.55	-14.463	-11.104
C11orf83	2.44	7.638	-4.461	-2.826	-8.017	-8.203	-2.383	-5.403	-4.961	-1.233
C11orf84	-6.43	-17.002	-12.925	-7.936	-11.741	-11.934	-5.368	-19.494	-15.866	-15.782
C11orf85	-0.033	-17.766	-9.009	-4.229	-1.968	-12.544	-7.419	-15.921	-5.941	-6.487
C11orf86	-6.329	-4.04	-10.519	-3.367	-6.717	-12.236	0.224	-11.15	-17.145	-8.611
C11orf87	-14.314	-13.104	-18.667	-8.46	-7.641	-14.186	-5.979	-15.301	-15.072	-15.155
C11orf88	-8.663	-17.118	-8.429	-4.915	-5.672	-4.717	-1.324	-12.285	-12.69	-12.26
C11orf91	-9.451	-11.545	-7.547	-0.351	-8.179	-8.929	-4.874	-9.984	-9.867	-12.464
C11orf94	-5.363	-6.576	-5.002	-3.962	-8.079	-10.664	-3.546	-8.714	-14.097	-10.075
C12orf10	-4.298	-7.542	-8.623	-0.577	-4.077	-3.248	-0.526	-10.402	-10.228	-9.618
C12orf23	-9.945	-15.566	-23.035	-7.627	-12.289	-15.243	-6.207	-11.847	-14.568	-16.167
C12orf29	0.195	-6.846	-12.346	-9.504	-12.523	-6.485	0.73	-9.107	-9.449	-10.718
C12orf39	-11.337	-13.388	-18.543	-8.167	-16.571	-13.55	-0.983	-17.101	-22.164	-18.394
C12orf4	-1.664	-16.685	-16.139	-10.345	-14.611	-14.613	-6.985	-18.015	-14.252	-17.157
C12orf40	-5.701	-9.798	-6.259	-1.816	-8.485	-11.172	-5.541	-15.314	-9.386	-18.79
C12orf42	-3.272	-13.914	-16.175	-15.973	-13.926	-20.396	-5.69	-18.015	-14.165	-22.677
C12orf43	-8.796	-11.58	-10.485	-8.875	-7.699	-15.118	-0.538	-7.476	-8.833	-10.739
C12orf44	-14.494	-15.905	-14.045	-10.333	-12.971	-14.916	-6.93	-14.628	-15.38	-16.426
C12orf45	1.836	3.589	14.568	1.465	6.45	5.098	0.784	17.183	22.372	14.438
C12orf49	-12.935	-12.216	-20.713	-4.832	-13.932	-16.63	-9.041	-14.013	-16.072	-12.632
C12orf5	-7.516	-10.958	-8.95	-5.058	-14.334	-12.384	2.484	-16.121	-16.575	-14.96
C12orf50	-3.635	-15.62	-15.81	-6.258	-15.578	-16.148	-3.708	-12.464	-13.245	-20.575
C12orf52	-10.351	-21.45	-15.415	-13.972	-8.933	-16.829	-5.384	-23.424	-13.316	-15.165
C12orf54	-11.667	-15.263	-15.963	-4.861	-11.419	-12.656	-3.276	-21.154	-16.999	-11.804
C12orf56	-5.099	-15.878	-11.807	-1.542	-9.876	-11.162	3.32	-12.036	-14.629	-8.288
C12orf57	1.628	-4.748	-6.03	1.268	1.067	-7.727	0.438	-12.079	-11.607	-6.13
C12orf60	-9.163	-17.823	-15.133	-10.398	-12.953	-12.278	2.151	-21.08	-17.361	-19.587
C12orf61	-11.92	-17.702	-17.928	-15.459	-15.711	-19.362	-5.916	-24.054	-21.236	-16.442
C12orf65	-11.98	-9.913	-12.594	-6.099	-13.302	-9.565	-5.712	-15.14	-2.635	-10.511
C12orf66	-2.199	-17.822	-10.38	-5.017	-13.425	-10.173	-6.694	-20.242	-20.05	-15.81
C12orf68	-6.506	-11.9	-9.444	-4.132	-1.007	-6.568	-2.074	-15.081	-11.876	-13.502
C12orf71	-8.199	-14.044	-16.209	-14.416	-8.999	-10.83	-5.205	-18.561	-22.855	-20.409
C12orf73	-4.503	-9.855	-20.069	-11.453	-10.072	-12.421	-5.668	-15.583	-4.196	-13.843
C12orf74	-8.592	-8.024	-11.705	-12.428	-8.94	-16.777	-1.85	-15.376	-16.975	-12.202
C12orf75	4.637	-3.686	-1.408	3.846	-4.343	-2.576	-0.913	-3.693	-4.134	-6.4
C12orf76	-5.922	-20.271	-14.553	-5.993	-13.318	-13.614	-4.948	-14.338	-15.344	-10.365
C12orf77	-2.572	-11.718	-13.05	-5.418	-8.415	-5.635	0.36	-13.293	-18.563	-8.697
C12orf79	-12.024	-22.385	-22.374	-9.171	-13.074	-16.211	-5.029	-28.044	-21.018	-20.873
C13orf35	-5.991	-13.964	-14.529	-5.031	-9.704	-14.457	0.197	-13.11	-11.015	-19.375
C13orf45	2.929	10.595	1.85	4.825	4.7	-2.103	2.755	13.728	2.267	6.305
C14orf1	-3.384	-14.361	-11.701	-7.477	-9.255	-16.032	0.051	-20.092	-7.924	-16.525
C14orf105	-5.14	-8.38	-18.683	-12.89	-17.689	-23.911	-5.104	-26.42	-18.332	-24.347
C14orf119	-0.737	-10.274	-13.274	-4.548	-7.338	-12.518	-1.204	-14.25	-14.993	-5.179
C14orf142	-4.198	-9.226	-12.302	-4.339	-11.212	-11.332	-5.818	-11.264	-6.495	-2.849
C14orf159	-4.104	-7.134	-11.816	-7.137	-9.614	-10.819	-4.458	-9.759	-16.208	-9.198
C14orf164	-4.424	-9.816	-8.614	-1.905	-6.339	-8.33	2.606	0.22	-5.85	-8.407
C14orf166	1.074	8.567	3.486	-1.726	0.374	0.041	2.865	6.212	10.848	-1.352
C14orf166B	-7.962	-11.334	-15.668	1.992	-8.232	-4.505	-2.956	-12.746	-11.806	-9.051
C14orf177	-16.741	-14.274	-18.147	-9.354	-11.1	-15.806	-3.818	-19.357	-18.056	-17.006
C14orf178	-1.848	-8.37	-1.484	-8.136	-9.274	-6.792	-1.384	-8.972	-7.41	-6.808
C14orf180	-11.243	-12.962	-12.986	-4.744	-8.133	-10.929	-2.806	-19.486	-12.272	-13.341
C14orf182	-11.274	-11.072	-9.472	-6.572	-7.134	-12.309	-0.54	-16.163	-15.205	-11.963
C14orf183	-6.949	-16.892	-17.032	-12.492	-11.36	-9.75	-3.004	-17.969	-16.963	-16.283
C14orf2	0.095	-3.248	-6.29	-1.677	-7.773	-7.624	-0.919	-13.299	-1.655	-0.436
C14orf28	-1.015	-15.843	-9.773	-2.301	-8.619	-9.574	-2.46	-14.632	-6.801	-14.748
C14orf37	-5.843	-17.503	-13.164	-2.104	-12.014	-13.775	-4.801	-14.059	-16.194	-14.776
C14orf39	-5.31	-14.835	-18.194	-11.792	-8.543	-19.781	-4.356	-20.611	-4.125	-10.556
C14orf79	-4.73	-16.996	-12.09	-10.846	-7.184	-12.904	-4.678	-21.651	-15.398	-12.924
C14orf80	-11.484	-3.07	-3.698	-4.849	-8.312	-11.888	-6.065	-13.018	-11.76	-13.315
C14orf93	-8.935	-19.099	-11.311	-5.476	-10.49	-16.867	-3.808	-7.226	-21.772	-13.221
C15orf26	-9.117	-14.17	-12.284	-5.904	-12.084	-14.245	-4.661	-24.614	-22.31	-18.033
C15orf27	-6.936	-15.439	-13.268	-7.785	-5.796	-9.804	-0.861	-14.528	-15.335	-10.803
C15orf32	-5.935	-11.233	-6.379	-6.218	-7.531	-16.681	-2.799	-15.013	-9.173	-10.331
C15orf38	-11.205	-15.338	-9.358	-6.751	-5.588	-6.163	-4.017	-12.608	-10.76	-17.194
C15orf38-AP3S2	-2.068	-4.628	-4.373	-0.59	-3.797	-2.893	-0.916	-4.101	-2.564	-3.069
C15orf39	-8.415	-11.519	-12.45	-8.289	-14.139	-14.969	-2.36	-17.917	-15.875	-16.141
C15orf40	-5.686	-11.602	-15.606	-8.69	-12.279	-8.34	-1.987	-17.01	-14.637	-12.801
C15orf41	-0.515	-6.04	-10.474	-6.815	-12.667	-1.545	-2.297	-6.994	-8.414	-2.751
C15orf43	-0.708	-10.811	-13.692	-6.23	-10.565	-13.44	-0.661	-15.139	-11.019	-6.743
C15orf48	-1.626	-14.07	-12.844	-3.81	-12.355	-18.44	-4.247	-17.252	-14.781	-13.784
C15orf52	-8.446	-10.217	-14.66	-1.731	-7.456	-12.241	-3.954	-17.269	-13.098	-11.711
C15orf53	-6.755	-17.77	-15.652	-4.506	-9.42	-7.463	-6.357	-23.594	-11.957	-13.912
C15orf54	-12.041	-16.373	-20.057	-11.843	-9.035	-13.684	-2.95	-22.778	-18.11	-20.468
C15orf56	-9.715	-18.242	-16.026	-8.667	-6.802	-11.665	-5.137	-22.469	-14.21	-18.319
C15orf57	0.279	-0.518	-18.107	-11.09	-7.694	-12.531	-4.346	-18.661	-15.761	-13.752
C15orf59	-9.025	-12.064	-12.568	-11.943	-8.247	-11.576	-4.268	-15.811	-11.61	-14.135
C15orf60	-4.203	-9.973	-17.442	-11.597	-5.827	-5.152	0.099	-14.315	-9.334	-14.321
C15orf61	-14.332	-15.648	-15.073	-8.728	-10.114	-9.159	-3.859	-17.979	-16.91	-12.472
C15orf62	-10.11	-23.119	-17.177	-16.671	-19.57	-22.334	-5.517	-24.104	-16.028	-29.82
C15orf65	-3.01	-15.719	-17.627	-8.681	-13.731	-12.355	-7.057	-16.581	-18.663	-16.967
C16orf11	-3.971	-11.988	-13.45	-7.78	-7.722	-13.39	-4.045	-15.877	-10.993	-14.251
C16orf13	-9.661	-11.359	-11.957	-5.05	-12.492	-8.916	-3.636	-15.883	-13.167	-13.913
C16orf3	-9.061	-12.092	-18.705	-10.444	-12.336	-14.496	-5.124	-18.533	-21.723	-13.54
C16orf45	-1.303	-11.753	-11.533	-7.891	-7.342	-8.762	-3.281	-14.415	-8.694	-14.439
C16orf46	-6.329	-15.531	-11.523	-2.02	-9.645	-7.891	-3.937	-16.516	-16.672	-18.247
C16orf52	-7.03	-11.523	-12.193	-7.204	-11.837	-10.405	-2.75	-17.664	-17.144	-15.71
C16orf54	-9.32	-13.522	-20.42	-10.338	-12.754	-15.548	-3.561	-20.858	-22.187	-19.743
C16orf58	-10.739	-18.598	-15.541	-10.236	-6.613	-11.857	-4.398	-15.397	-12.504	-15.8
C16orf59	-4.694	-7.692	-5.341	-1.598	-8.677	-8.815	-2.905	-15.642	-15.442	-9.641
C16orf62	-11.211	-14.675	-13.671	-5.75	-6.217	-11.76	-2.188	-10.4	-13.035	-9.962
C16orf70	-6.793	-11.782	-13.843	-4.661	-12.367	-15.452	-1.564	-12.026	-15.101	-7.499
C16orf71	-5.705	-8.985	-12.812	-3.851	-6.499	-15.819	-2.635	-13.393	-8.608	-15.521
C16orf72	-1.387	0.14	-3.131	-1.392	6.695	-12.559	2.191	5.598	-11.545	0.622
C16orf74	-10.686	-15.668	-15.025	-8.081	-12.681	-16.026	-6.681	-23.273	-22.549	-20.217
C16orf78	-6.841	-20.724	-17.677	-7	-13.607	-15.808	-6.868	-15.839	-17.623	-20.299
C16orf80	-2.656	-9.269	-7.099	-2.327	-5.86	-5.185	-10.044	-4.102	-4.731	-1.482
C16orf86	-5.244	-16.99	-12.387	-6.988	-10.464	-10.903	-3.46	-16.335	-12.184	-14.217
C16orf87	-1.267	3.744	-2.478	0.021	-2.597	-7.674	1.257	-16.173	-2.846	-7.178
C16orf89	-0.279	-12.438	-13.59	-5.449	-8.762	-13.687	-4.003	-15.275	-13.511	-16.993
C16orf90	0.241	2.14	-3.349	-1.284	-1.029	-4.235	-1.46	-6.62	-10.112	-4.216
C16orf91	0.039	-11.598	-10.251	-7.45	-9.672	-10.884	-2.132	-11.051	-11.276	-14.181
C16orf92	-1.867	-12.377	-6.875	-2.848	-0.577	-4.36	2.223	-7.127	-9.848	-12.151
C16orf93	-11.841	-12.375	-13.02	-7.097	-10.074	-15.23	-3.489	-5.763	-15.905	-3.388
C16orf95	-3.08	-13.382	-17.665	-7.656	-11.346	-12.043	-0.96	-19.872	-17.717	-15.952
C16orf96	-4.789	-15.477	-13.654	-3.016	-9.39	-12.59	-0.638	-16.252	-14.191	-16.658
C16orf97	-5.397	-11.936	-10.324	-5.215	-12.789	-11.263	-4.483	-13.493	-11.868	-11.759
C17orf102	-3.449	-2.714	-12.329	0.532	2.007	5.191	6.418	-7.189	-1.347	-3.347
C17orf104	-7.406	-5.091	-8.963	-5.852	-1.097	-2.368	1.511	-10.251	-11.258	-8.432
C17orf105	-3.106	-13.396	-7.432	-3.088	-7.77	-10.098	-2.29	-10.243	-10.291	-6.778
C17orf107	-11.92	-11.298	-18.632	-12.244	-8.649	-13.048	-4.136	-17.054	-14.306	-14.437
C17orf112	-8.879	-17.06	-23.304	-12.961	-18.294	-20.245	-4.284	-18.732	-15.656	-24.98
C17orf47	-5.477	-20.548	-12.086	-6.443	-14.824	-14.687	-5.24	-17.604	-22.24	-14.905
C17orf49	3.304	10.467	1.323	3.954	3.063	-3.564	5.592	2.827	6.246	5.495
C17orf50	-8.553	-13.988	-11.967	-6.579	-6.778	-13.108	-3.467	-16.418	-9.311	-14.921
C17orf51	-4.664	-18.825	-16.365	-7.241	-14.804	-5.136	-5.621	-19.06	-12.757	-15.673
C17orf53	-8.28	-13.875	-17.757	-8.475	-14.751	-20.456	-4.995	-18.602	-20.097	-14.06
C17orf58	-0.781	-2.266	4.517	-5.298	-3.061	-8.243	1.589	-23.441	-22.397	-19.912
C17orf59	-2.933	-11.692	-11.441	-0.764	-7.362	-5.478	-3.593	-10.662	-8.084	-10.08
C17orf62	-8.931	-13.138	-18.121	-12.601	-12.3	-14.674	-3.579	-15.654	-19.212	-19.43
C17orf64	-10.724	-22.35	-18.157	-8.356	-10.533	-17.821	-3.531	-19.904	-23.743	-21.274
C17orf66	-2.563	-10.878	-16.492	-5.355	-7.361	-11.157	-1.23	-10.993	-14.402	-11.467
C17orf70	-7.741	-18.087	-9.208	-1.57	-5.884	-6.99	-4.972	-17.607	-20.604	-9.664
C17orf72	-28.846	-31.833	-25.79	-21.316	-26.071	-43.41	-16.432	-47.541	-36.135	-25.977
C17orf74	-3.671	-16.235	-12.545	-9.556	-9.312	-14.593	-5.435	-16.807	-13.887	-21.01
C17orf75	-2.958	-7.442	-10.687	1.243	-4.144	-4.307	-0.367	-11.564	-3.955	-9.062
C17orf77	-9.611	-21.034	-15.365	-10.779	-9.087	-14.052	-4.971	-18.927	-12.373	-17.562
C17orf78	-6.77	-10.047	-12.434	-14.288	-13.351	-10.778	-3.933	-30.638	-23.043	-14.174
C17orf80	0.297	-15.66	-6.387	-8.354	-5.77	-17.637	-1.819	-15.851	-8.847	-6.515
C17orf82	-4.987	-14.871	-12.868	-3.331	-11.789	-12.674	-2.359	-16.174	-16.624	-13.113
C17orf85	-5.654	-11.671	-11.673	-3.184	-9.801	-10.417	-3.631	-16.848	-13.82	-15.586
C17orf89	-2.649	0.001	-11.904	-5.932	-4.375	-6.694	0.985	-5.8	-10.561	-7.16
C17orf96	-3.316	-9.329	-7.683	-2.782	-3.484	-2.542	-1.752	-6.03	-12.673	-9.347
C17orf97	-3.966	-16.833	-13.018	-7.09	-9.91	-12.716	-2.561	-15.835	-15.672	-15.876
C17orf98	-0.854	-12.963	-14.732	-1.805	-8.607	-16.463	-2.793	-15.242	-15.752	-9.62
C17orf99	-2.083	-9.472	-9.6	-3.112	-7.212	-16.408	-4.754	-12.167	-17.767	-12.032
C18orf21	-0.653	3.65	7.69	2.566	10.657	1.264	0.35	9.793	8.311	12.899
C18orf25	-7.866	-13.722	-9.759	-6.049	-7.626	-3.103	-3.498	-11.638	-10.029	-12.628
C18orf32	-5.755	-10.952	-11.486	3.099	-3.83	-5.85	0.097	-9.134	-12.805	-13.004
C18orf42	-2.981	-6.523	-3.952	-1.763	-3.485	-3.242	-2.15	-8.044	-3.544	-4.527
C18orf54	-11.105	-17.417	-12.117	-0.948	-6.48	-9.706	-3.534	-13.655	-12.876	-12.84
C18orf63	-7.699	-11.916	-16.617	-6.683	-11.032	-10.661	-3.841	-21.42	-11.063	-12.464
C18orf64	-11.678	-19.41	-11.559	-12.287	-12.072	-16.287	-2.946	-20.131	-18.87	-16.674
C18orf8	-10.166	-12.059	-21.19	-6.903	-7.522	-11.592	-4.545	-16.129	-13.133	-10.095
C19orf10	-10.971	-18.568	-13.505	-1.763	-9.305	-13.103	-7.102	-18.422	-18.126	-20.897
C19orf12	-10.208	-14.788	-13.424	-6.937	-14.78	-16.884	-4.901	-21.54	-15.648	-25.177
C19orf18	-5.756	-8.532	-8.61	-7.882	-8.392	-12.346	0.591	-8.509	-6.621	-10.353
C19orf24	-6.605	-9.614	-10.876	-5.002	-8.91	-8.678	-0.518	-13.051	-8.534	-10.534
C19orf25	-5.175	-12.887	-20.428	-0.645	-9.87	-16.62	-2.466	-20.968	-26.209	-17.535
C19orf26	-7.622	-15.164	-14.398	-7.758	-11.833	-12.816	-6.374	-19.365	-18.859	-14.712
C19orf33	-5.405	-12.028	-12.424	-8.531	-8.876	-8.939	-3.416	-15.79	-17.509	-13.162
C19orf35	-8.855	-14.595	-15.202	-10.726	-6.378	-13.498	-3.783	-15.692	-18.335	-17.879
C19orf38	-6.063	-13.536	-15.899	-7.275	-12.543	-14.578	-4.015	-16.662	-17.817	-16.246
C19orf40	1.677	-6.205	1.728	2.166	4.548	-5.763	2.188	-1.22	-5.237	-5.15
C19orf43	-14.46	-16.405	-5.043	-0.948	-1.872	-7.426	-4.197	-16.432	-15.09	-14.018
C19orf44	-8.496	-16.875	-15.278	-7.657	-11.166	-9.201	-4.551	-18.254	-14.82	-13.125
C19orf45	-7.46	-7.861	-11.189	-3.225	-7.549	-11.225	-2.307	-14.007	-13.843	-15.37
C19orf47	-8.792	-11.174	-10.938	-7.426	-9.199	-11.423	-2.823	-16.94	-12.068	-13.816
C19orf48	-5.378	0.964	-8.459	-5.743	-6.033	-0.507	-4.023	-7.053	-10.677	-1.58
C19orf52	0.268	-11.37	-15.479	-1.634	-9.632	-12.059	-2.728	-9.367	-7.633	-9.88
C19orf53	-6.107	-4.56	7.469	12.883	-4.021	-6.79	2.391	7.923	2.142	4.797
C19orf54	-1.505	-19.96	-9.917	2.313	-12	-4.047	11.979	-14.402	-14.862	-22.871
C19orf57	-8.579	-14.077	-16.294	-6.333	-10.679	-14.831	-5.952	-22.982	-15.869	-25.184
C19orf59	-11.476	-19.808	-19.105	-7.765	-13.51	-12.715	-3.653	-18.876	-16.821	-21.475
C19orf60	-13.142	-21.969	-14.655	-7.384	-12.551	-11.097	-6.366	-25.008	-12.6	-23.655
C19orf66	-11.224	-9.821	-18.999	-5.188	-7.652	-14.082	-1.87	-14.567	-11.494	-11.82
C19orf67	-8.249	-19.619	-14.91	-9.372	-11.17	-21.44	-6.451	-25.225	-17.458	-17.036
C19orf70	-1.131	-8.217	-9.444	-4.812	-7.431	-6.233	-4.753	-11.856	-12.416	-8.167
C19orf71	-8.74	-15.966	-17.683	-7.674	-9.63	-18.736	-5.674	-17.071	-13.201	-22.146
C19orf73	-7.599	-13.323	-6.347	-3.961	-11.257	-5.637	-3.506	-14.082	-14.088	-9.377
C19orf77	-0.748	-8.686	-13.019	-4.761	-4.661	-8.748	-0.441	-11.874	-9.683	-17.533
C19orf80	-6.661	-11.72	-15.988	-6.773	-9.43	-18.247	-4.588	-22.571	-14.195	-16.02
C19orf81	-8.758	-10.359	-7.578	-4.283	-6.099	-4.332	-0.809	-8.218	-10.304	-9.976
C19orf82	0.482	0.799	0.961	-5.897	1.077	0.754	-3.413	-4.195	-5.572	-2.206
C19orf83	1.77	-1.074	-5.501	-2.173	-7.055	-5.413	-1.34	-7.416	-13.168	-3.073
C1D	1.221	-2.606	1.44	3.306	-4.956	-5.089	-2.194	-16.357	4.028	1.806
C1GALT1	-1.928	-14.319	-10.708	-2.08	-10.679	-7.705	0.805	-12.138	-8.264	-10.067
C1GALT1C1	2.224	-14.76	-16.846	-5.946	-7.439	-12.942	-5.308	-13.583	-15.944	-9.719
C1QA	-3.776	-17.039	-13.496	-8.947	-12.974	-13.54	-0.728	-17.266	-15.774	-15.265
C1QB	-5.388	-13.446	-14.015	-2.435	-9.063	-11.288	-3.906	-14.794	-11.89	-15.315
C1QBP	-10.856	-23.613	-8.881	-4.012	4.177	-18.425	0.638	-17.969	-25.079	-17.536
C1QC	-8.278	-12.546	-10.272	-4.629	-8.181	-12.269	-3.079	-16.649	-16.175	-12.566
C1QL1	-10.97	-10.94	-17.836	-8.537	-12.074	-12.134	-2.41	-21.623	-18.389	-15.406
C1QL2	-9.334	-9.404	-11.66	-4.454	-4.642	-8.882	-2.374	-14.191	-9.228	-9.173
C1QL3	-10.554	-11.954	-10.644	-8.097	-10.994	-13.466	-1.45	-12.123	-14.386	-10.332
C1QL4	-8.827	-10.841	-12.021	-8.558	-7.447	-12.328	-4.453	-15.46	-8.555	-9.94
C1QTNF1	-11.184	-10.268	-14.076	-11.079	-5.909	-15.972	-5.748	-15.551	-10.092	-17.271
C1QTNF2	-11.065	-11.065	-11.037	-6.641	-10.038	-12.573	-4.006	-16.603	-16.688	-15.919
C1QTNF3	-12.785	-17.911	-13.658	-9.056	-9.937	-12.149	-2.899	-18.239	-18.071	-13.278
C1QTNF4	-11.579	-18.944	-14.93	-8.508	-8.659	-13.561	0.754	-18.821	-17.889	-19.478
C1QTNF5	-11.254	-7.661	-8.939	-1.067	-7.746	-7.579	-1.578	-14.669	-14.337	-10.876
C1QTNF6	-5.126	-12.564	-10.437	-2.215	-7.994	-9.533	-2.252	-16.149	-17.55	-14.151
C1QTNF7	-9.856	-15.664	-17.709	-8.876	-15.023	-17.344	-6.253	-22.032	-17.575	-16.096
C1QTNF8	-6.931	-8.494	-7.905	-6.488	-5.892	-9.433	-1.393	-11.961	-11.502	-10.872
C1QTNF9	-2.169	-1.644	-1.154	-2.632	-2.181	-1.324	-1.251	-1.574	-2.429	-2.418
C1QTNF9B	-5.669	-5.25	-12.004	-1.651	-9.863	-7.47	-4.462	-12.782	-11.581	-9.071
C1RL	-5.649	-17.309	-11.175	-5.971	-9.344	-13.508	-5.307	-19.02	-15.568	-17.525
C1S	-1.711	-11.953	-15.611	-6.623	-6.216	-9.623	-6.153	-12.887	-11.633	-13.236
C1orf100	-9.364	-11.226	-15.593	-11.76	-13.953	-15.204	-3.97	-20.852	-24.505	-23.966
C1orf101	-6.538	-17.52	-13.756	-6.579	-9.658	-7.434	-4.2	-19.201	-14.781	-21.031
C1orf105	-0.982	-18.227	-15.183	-9.989	-12.256	-13.088	0.675	-18.659	-12.749	-18.88
C1orf106	-12.079	-11.698	-15.354	-9.674	-13.067	-11.426	-3.118	-16.916	-22.531	-14.421
C1orf109	8.933	7.426	-6.167	-3.648	-9.091	-7.488	-2.396	1.468	-3.99	1.473
C1orf110	-4.038	-12.285	-12.208	-7.115	-14.93	-16.093	-5.422	-10.425	-12.768	-13.878
C1orf111	-6.992	-11.712	-15	-5.37	-10.087	-16.584	-6.262	-14.465	-17.77	-15.53
C1orf112	-10.092	-10.43	-9.055	-11.339	-0.895	-10.91	-0.894	-12.915	-14.854	-16.881
C1orf115	-14.34	-17.545	-15.003	-9.071	-16.455	-14.093	-5.937	-20.778	-18.895	-17.608
C1orf116	-12.93	-18.863	-16.634	-10.078	-11.315	-16.348	-9.031	-18.199	-16.118	-15.972
C1orf122	-3.443	-22.294	-11.247	-15.458	-14.236	-7.673	-5.418	-10.036	-18.549	-4.385
C1orf123	-9.039	-14.304	-10.684	-8.799	-14.943	-13.009	-4.737	-16.155	-15.848	-12.454
C1orf127	-4.011	-15.601	-14.915	-7.146	-11.532	-19.179	-2.509	-16.353	-16.022	-18.359
C1orf131	12.312	23.122	24.056	8.377	13.29	20.102	3.691	8.607	34.429	27.239
C1orf137	-9.558	-16.567	-13.095	-9.208	-10.52	-11.545	-5.272	-19.748	-21.557	-16.364
C1orf141	-7.131	-11.122	-12.061	-5.23	-9.725	-9.012	-6.704	-16.382	-14.376	-17.356
C1orf146	-2.635	-9.986	-5.413	-7.658	-8.225	-0.224	2.764	-12.111	-7.608	-13.218
C1orf158	-11.465	-16.16	-17.379	-8.323	-8.282	-13.474	-3.011	-16.97	-20.083	-19.268
C1orf159	-9.936	-13.549	-9.486	-7.819	-6.341	-11.08	-7.227	-17.742	-14.679	-10.086
C1orf162	-0.001	-4.506	-8.972	-1.416	-6.783	-7.371	-1.955	-16.57	-11.303	-7.799
C1orf168	-5.407	-3.712	-4.769	-5.806	-7.124	-9.523	-0.932	-9.746	-11.289	-9.272
C1orf172	-10.803	-8.167	-14.371	-7.401	-9.906	-8.328	-1.942	-11.998	-22.167	-13.177
C1orf173	-13.091	-13.377	-18.665	-11.116	-11.148	-13.727	-5.454	-20.647	-18.666	-17.019
